neurons,trained_patterns,test_patterns,test_pattern_hamming,simulations_per_step,min_proportion,mean_proportion,max_proportion,std_proportion,25_perc,mode,75_perc
50,0,100,0,200,100,100,100,0,100,100,100
50,0,100,6,200,100,100,100,0,100,100,100
50,0,100,13,200,100,100,100,0,100,100,100
50,0,100,5,200,100,100,100,0,100,100,100
50,0,100,22,200,100,100,100,0,100,100,100
50,0,100,4,200,100,100,100,0,100,100,100
50,0,100,8,200,100,100,100,0,100,100,100
50,0,100,10,200,100,100,100,0,100,100,100
50,0,100,9,200,100,100,100,0,100,100,100
50,0,100,19,200,100,100,100,0,100,100,100
50,0,100,18,200,100,100,100,0,100,100,100
50,0,100,12,200,100,100,100,0,100,100,100
50,0,100,15,200,100,100,100,0,100,100,100
50,0,100,2,200,100,100,100,0,100,100,100
50,0,100,20,200,100,100,100,0,100,100,100
50,0,100,11,200,100,100,100,0,100,100,100
50,0,100,17,200,100,100,100,0,100,100,100
50,0,100,16,200,100,100,100,0,100,100,100
50,0,100,23,200,100,100,100,0,100,100,100
50,0,100,21,200,100,100,100,0,100,100,100
50,0,100,25,200,36,50.035,64,5.44629,46,50,54
50,0,100,24,200,100,100,100,0,100,100,100
50,0,100,14,200,100,100,100,0,100,100,100
50,0,100,7,200,100,100,100,0,100,100,100
50,0,100,1,200,100,100,100,0,100,100,100
50,0,100,3,200,100,100,100,0,100,100,100
50,1,100,0,200,100,100,100,0,100,100,100
50,1,100,2,200,100,100,100,0,100,100,100
50,1,100,6,200,100,100,100,0,100,100,100
50,1,100,13,200,89,99.85,100,0.980975,100,100,100
50,1,100,11,200,99,99.995,100,0.0707107,100,100,100
50,1,100,5,200,100,100,100,0,100,100,100
50,1,100,4,200,100,100,100,0,100,100,100
50,1,100,14,200,93,99.74,100,1.01368,100,100,100
50,1,100,16,200,75,98.83,100,3.10148,100,100,100
50,1,100,9,200,100,100,100,0,100,100,100
50,1,100,8,200,100,100,100,0,100,100,100
50,1,100,15,200,84,98.975,100,2.69083,100,100,100
50,1,100,19,200,50,89.98,100,11.4843,85,95,98
50,1,100,12,200,100,100,100,0,100,100,100
50,1,100,18,200,65,93.825,100,7.91312,91,97,100
50,1,100,22,200,14,56.35,94,19.0698,43,59,71
50,1,100,23,200,9,41.01,80,16.3523,29,42,52
50,1,100,17,200,47,96.47,100,6.71749,96,99,100
50,1,100,20,200,27,81.885,100,17.7292,70,88,97
50,1,100,10,200,100,100,100,0,100,100,100
50,1,100,25,200,0,7.245,34,10.4605,0,0,18
50,1,100,21,200,29,70.33,97,18.3196,58,75,86
50,1,100,24,200,2,22.275,55,10.8396,14,22,30
50,1,100,7,200,100,100,100,0,100,100,100
50,1,100,1,200,100,100,100,0,100,100,100
50,1,100,3,200,100,100,100,0,100,100,100
50,2,100,0,200,100,100,100,0,100,100,100
50,2,100,2,200,100,100,100,0,100,100,100
50,2,100,5,200,99,99.995,100,0.0707107,100,100,100
50,2,100,4,200,100,100,100,0,100,100,100
50,2,100,6,200,94,99.955,100,0.451658,100,100,100
50,2,100,7,200,96,99.935,100,0.414286,100,100,100
50,2,100,11,200,80,98.735,100,3.02996,99,100,100
50,2,100,13,200,69,96.785,100,5.01443,96,99,100
50,2,100,9,200,81,99.51,100,2.17798,100,100,100
50,2,100,10,200,86,99.34,100,2.40694,100,100,100
50,2,100,16,200,42,87.185,100,10.6162,83,89,95
50,2,100,12,200,83,98.055,100,3.425,97,100,100
50,2,100,15,200,58,90.965,100,9.69193,86,94,99
50,2,100,14,200,75,94.09,100,5.92261,91,96,99
50,2,100,8,200,91,99.8,100,1.09819,100,100,100
50,2,100,18,200,23,75.32,99,14.3904,67,78,86
50,2,100,17,200,46,81.515,99,11.8347,74,83,91
50,2,100,23,200,0,16.82,46,9.46921,10,15,24
50,2,100,24,200,0,7.175,25,4.90455,4,7,10
50,2,100,22,200,1,28.07,62,13.0667,19,28,35
50,2,100,25,200,0,1.875,20,3.70242,0,0,2
50,2,100,20,200,6,51.545,91,19.1077,39,52,64
50,2,100,21,200,7,41.02,77,15.3799,31,39,52
50,2,100,19,200,18,63.34,96,15.8496,50,63,77
50,2,100,1,200,100,100,100,0,100,100,100
50,2,100,3,200,100,100,100,0,100,100,100
50,3,100,0,200,100,100,100,0,100,100,100
50,3,100,6,200,81,99.585,100,1.7285,100,100,100
50,3,100,2,200,66,99.62,100,3.19163,100,100,100
50,3,100,5,200,83,99.605,100,2.05428,100,100,100
50,3,100,4,200,46,99.475,100,4.53012,100,100,100
50,3,100,10,200,54,96.365,100,6.75127,96,100,100
50,3,100,11,200,0,95.21,100,9.00563,94,98,100
50,3,100,9,200,33,97.295,100,6.85441,98,100,100
50,3,100,7,200,53,98.655,100,4.71243,100,100,100
50,3,100,12,200,49,92.13,100,8.96297,89,95,99
50,3,100,8,200,81,98.53,100,3.36686,99,100,100
50,3,100,14,200,50,86.255,100,10.3589,81,89,94
50,3,100,13,200,41,90.23,100,9.13314,86,93,97
50,3,100,15,200,0,81.42,100,13.3802,76,84,91
50,3,100,16,200,30,74.595,98,14.0988,67,77,86
50,3,100,19,200,7,46.96,82,14.7047,37,48,57
50,3,100,17,200,0,65.965,96,14.3819,57,66,76
50,3,100,24,200,0,3.83,17,3.07545,2,3,5
50,3,100,18,200,15,59.515,89,15.7898,49,61,72
50,3,100,22,200,0,15.99,40,8.64951,10,15,20
50,3,100,23,200,0,8.23,25,5.45766,4,7,12
50,3,100,25,200,0,1.245,11,2.13018,0,0,2
50,3,100,20,200,4,36.25,79,16.4597,25,36,49
50,3,100,21,200,2,25.91,58,11.1162,17,26,34
50,3,100,1,200,77,99.885,100,1.62635,100,100,100
50,3,100,3,200,0,99.44,100,7.09706,100,100,100
50,4,100,0,200,100,100,100,0,100,100,100
50,4,100,2,200,77,99.34,100,3.15184,100,100,100
50,4,100,7,200,58,97.415,100,5.63039,97,100,100
50,4,100,4,200,0,98.36,100,8.23465,100,100,100
50,4,100,6,200,64,97.895,100,5.28903,98,100,100
50,4,100,5,200,0,98.095,100,8.18111,100,100,100
50,4,100,9,200,0,92.19,100,16.3524,92,97,99
50,4,100,10,200,0,90.465,100,14.1698,87,95,100
50,4,100,11,200,0,90.11,100,11.4982,87,94,97
50,4,100,8,200,47,95.6,100,7.10863,94,99,100
50,4,100,12,200,0,85.81,100,15.0518,81,90,95
50,4,100,14,200,32,77.525,98,13.0565,71,79,88
50,4,100,13,200,0,81.375,100,14.3693,75,84,91
50,4,100,15,200,0,68.85,99,14.5194,60,70,78
50,4,100,16,200,13,60.32,94,15.2898,51,62,72
50,4,100,17,200,0,53.39,84,15.6506,45,54,65
50,4,100,19,200,0,36.08,88,14.6306,25,34,47
50,4,100,25,200,0,1.205,10,1.87364,0,0,2
50,4,100,18,200,0,44.345,82,15.0432,34,44,54
50,4,100,20,200,0,25.385,57,12.0862,18,25,34
50,4,100,23,200,0,5.56,23,3.78126,3,5,8
50,4,100,22,200,0,9.95,29,5.88734,5,9,13
50,4,100,24,200,0,2.825,17,2.95092,1,2,4
50,4,100,21,200,1,16.595,55,9.09033,10,17,21
50,4,100,1,200,72,99.52,100,2.70113,100,100,100
50,4,100,3,200,51,99.12,100,5.16517,100,100,100
50,5,100,0,200,0,97.5,100,15.6517,100,100,100
50,5,100,2,200,0,95.505,100,18.737,100,100,100
50,5,100,5,200,0,93.825,100,16.2411,97,100,100
50,5,100,7,200,0,91.535,100,17.5132,91,98,100
50,5,100,6,200,0,92.35,100,17.7585,95,99,100
50,5,100,8,200,0,86.765,100,21.7632,87,95,98
50,5,100,9,200,0,85.81,100,19.8503,84,92,97
50,5,100,10,200,0,81.41,100,22.5271,73,90,97
50,5,100,11,200,0,79.255,99,21.208,75,87,92
50,5,100,4,200,0,93.87,100,17.3516,97,100,100
50,5,100,12,200,0,75.275,99,19.7504,69,79,89
50,5,100,13,200,0,70.55,97,17.6133,61,75,84
50,5,100,14,200,0,63.83,100,21.2461,56,67,78
50,5,100,15,200,0,56.515,95,20.4064,43,58,71
50,5,100,16,200,0,48.935,94,18.0677,39,50,62
50,5,100,23,200,0,3.535,13,3.06689,1,3,5
50,5,100,17,200,0,41.73,78,17.134,32,44,54
50,5,100,19,200,0,24.21,68,12.0124,16,24,33
50,5,100,22,200,0,6.49,27,5.49279,2,5,10
50,5,100,24,200,0,1.87,16,2.55061,0,1,3
50,5,100,18,200,0,32.425,74,14.6851,23,32,41
50,5,100,25,200,0,0.745,13,1.74793,0,0,1
50,5,100,21,200,0,10.655,46,7.25251,6,10,15
50,5,100,20,200,0,18.07,56,11.2279,10,16,25
50,5,100,1,200,0,97,100,15.7929,100,100,100
50,5,100,3,200,0,93.82,100,20.9768,99,100,100
50,6,100,0,200,0,94,100,23.8083,100,100,100
50,6,100,2,200,0,91.38,100,24.2322,98,100,100
50,6,100,5,200,0,82.315,100,31.3418,83,98,100
50,6,100,4,200,0,85.05,100,28.7819,88,98,100
50,6,100,6,200,0,85.66,100,26.6992,87,97,99
50,6,100,7,200,0,81.73,100,27.4614,80,93,98
50,6,100,9,200,0,75.715,100,26.5857,68,86,93
50,6,100,8,200,0,77.825,100,27.2803,72,87,95
50,6,100,10,200,0,71.61,100,26.9053,61,80,91
50,6,100,11,200,0,71.17,100,23.0512,65,78,86
50,6,100,12,200,0,67.045,99,21.6057,59,73,81
50,6,100,13,200,0,56.335,94,23.1331,47,61,73
50,6,100,14,200,0,50.7,91,21.1779,40,53,65
50,6,100,15,200,0,44.055,89,20.5964,32,46,58
50,6,100,23,200,0,2.135,16,2.71359,0,1,3
50,6,100,16,200,0,36.8,86,18.5391,25,37,50
50,6,100,17,200,0,29.85,70,15.642,21,30,41
50,6,100,19,200,0,16.9,62,10.6949,9,15,23
50,6,100,18,200,0,22.03,68,13.5075,13,22,30
50,6,100,20,200,0,10.27,47,9.29565,3,8,14
50,6,100,24,200,0,1.375,22,2.57049,0,1,2
50,6,100,21,200,0,6.86,43,6.00506,3,6,9
50,6,100,25,200,0,0.665,26,2.23781,0,0,1
50,6,100,22,200,0,4.56,43,5.18855,1,3,7
50,6,100,1,200,0,93.045,100,23.0316,100,100,100
50,6,100,3,200,0,86.345,100,31.2361,95,100,100
150,0,100,0,200,100,100,100,0,100,100,100
150,0,100,73,200,100,100,100,0,100,100,100
150,0,100,37,200,100,100,100,0,100,100,100
150,0,100,25,200,100,100,100,0,100,100,100
150,0,100,31,200,100,100,100,0,100,100,100
150,0,100,55,200,100,100,100,0,100,100,100
150,0,100,70,200,100,100,100,0,100,100,100
150,0,100,46,200,100,100,100,0,100,100,100
150,0,100,4,200,100,100,100,0,100,100,100
150,0,100,52,200,100,100,100,0,100,100,100
150,0,100,19,200,100,100,100,0,100,100,100
150,0,100,22,200,100,100,100,0,100,100,100
150,0,100,12,200,100,100,100,0,100,100,100
150,0,100,34,200,100,100,100,0,100,100,100
150,0,100,40,200,100,100,100,0,100,100,100
150,0,100,43,200,100,100,100,0,100,100,100
150,0,100,67,200,100,100,100,0,100,100,100
150,0,100,61,200,100,100,100,0,100,100,100
150,0,100,49,200,100,100,100,0,100,100,100
150,0,100,28,200,100,100,100,0,100,100,100
150,0,100,64,200,100,100,100,0,100,100,100
150,0,100,16,200,100,100,100,0,100,100,100
150,0,100,8,200,100,100,100,0,100,100,100
150,0,100,58,200,100,100,100,0,100,100,100
150,0,100,1,200,100,100,100,0,100,100,100
150,0,100,26,200,100,100,100,0,100,100,100
150,0,100,5,200,100,100,100,0,100,100,100
150,0,100,38,200,100,100,100,0,100,100,100
150,0,100,56,200,100,100,100,0,100,100,100
150,0,100,71,200,100,100,100,0,100,100,100
150,0,100,47,200,100,100,100,0,100,100,100
150,0,100,35,200,100,100,100,0,100,100,100
150,0,100,32,200,100,100,100,0,100,100,100
150,0,100,41,200,100,100,100,0,100,100,100
150,0,100,20,200,100,100,100,0,100,100,100
150,0,100,53,200,100,100,100,0,100,100,100
150,0,100,13,200,100,100,100,0,100,100,100
150,0,100,23,200,100,100,100,0,100,100,100
150,0,100,68,200,100,100,100,0,100,100,100
150,0,100,62,200,100,100,100,0,100,100,100
150,0,100,44,200,100,100,100,0,100,100,100
150,0,100,29,200,100,100,100,0,100,100,100
150,0,100,50,200,100,100,100,0,100,100,100
150,0,100,74,200,100,100,100,0,100,100,100
150,0,100,17,200,100,100,100,0,100,100,100
150,0,100,59,200,100,100,100,0,100,100,100
150,0,100,9,200,100,100,100,0,100,100,100
150,0,100,65,200,100,100,100,0,100,100,100
150,0,100,2,200,100,100,100,0,100,100,100
150,0,100,6,200,100,100,100,0,100,100,100
150,0,100,27,200,100,100,100,0,100,100,100
150,0,100,39,200,100,100,100,0,100,100,100
150,0,100,57,200,100,100,100,0,100,100,100
150,0,100,72,200,100,100,100,0,100,100,100
150,0,100,48,200,100,100,100,0,100,100,100
150,0,100,45,200,100,100,100,0,100,100,100
150,0,100,33,200,100,100,100,0,100,100,100
150,0,100,42,200,100,100,100,0,100,100,100
150,0,100,54,200,100,100,100,0,100,100,100
150,0,100,69,200,100,100,100,0,100,100,100
150,0,100,36,200,100,100,100,0,100,100,100
150,0,100,63,200,100,100,100,0,100,100,100
150,0,100,21,200,100,100,100,0,100,100,100
150,0,100,14,200,100,100,100,0,100,100,100
150,0,100,24,200,100,100,100,0,100,100,100
150,0,100,51,200,100,100,100,0,100,100,100
150,0,100,75,200,35,49.785,61,5.26282,46,50,53
150,0,100,30,200,100,100,100,0,100,100,100
150,0,100,60,200,100,100,100,0,100,100,100
150,0,100,18,200,100,100,100,0,100,100,100
150,0,100,66,200,100,100,100,0,100,100,100
150,0,100,10,200,100,100,100,0,100,100,100
150,0,100,3,200,100,100,100,0,100,100,100
150,0,100,7,200,100,100,100,0,100,100,100
150,0,100,15,200,100,100,100,0,100,100,100
150,0,100,11,200,100,100,100,0,100,100,100
150,1,100,0,200,100,100,100,0,100,100,100
150,1,100,37,200,100,100,100,0,100,100,100
150,1,100,25,200,100,100,100,0,100,100,100
150,1,100,19,200,100,100,100,0,100,100,100
150,1,100,52,200,99,99.995,100,0.0707107,100,100,100
150,1,100,46,200,100,100,100,0,100,100,100
150,1,100,70,200,10,55.91,100,21.0069,41,55,72
150,1,100,40,200,100,100,100,0,100,100,100
150,1,100,73,200,1,25.6,70,13.6614,14,24,34
150,1,100,43,200,100,100,100,0,100,100,100
150,1,100,22,200,100,100,100,0,100,100,100
150,1,100,61,200,65,97.575,100,5.05093,97,100,100
150,1,100,49,200,100,100,100,0,100,100,100
150,1,100,67,200,29,79.005,100,19.1029,69,86,94
150,1,100,12,200,100,100,100,0,100,100,100
150,1,100,28,200,100,100,100,0,100,100,100
150,1,100,31,200,100,100,100,0,100,100,100
150,1,100,55,200,90,99.8,100,1.19041,100,100,100
150,1,100,8,200,100,100,100,0,100,100,100
150,1,100,34,200,100,100,100,0,100,100,100
150,1,100,58,200,83,99.615,100,1.64936,100,100,100
150,1,100,64,200,48,92.575,100,10.8981,91,98,100
150,1,100,4,200,100,100,100,0,100,100,100
150,1,100,16,200,100,100,100,0,100,100,100
150,1,100,1,200,100,100,100,0,100,100,100
150,1,100,38,200,100,100,100,0,100,100,100
150,1,100,26,200,100,100,100,0,100,100,100
150,1,100,53,200,97,99.975,100,0.254359,100,100,100
150,1,100,41,200,100,100,100,0,100,100,100
150,1,100,20,200,100,100,100,0,100,100,100
150,1,100,62,200,47,95.545,100,9.04361,96,100,100
150,1,100,74,200,0,13.025,40,7.92961,7,11,20
150,1,100,68,200,29,74.885,100,18.1828,61,77,92
150,1,100,32,200,100,100,100,0,100,100,100
150,1,100,56,200,94,99.75,100,0.933734,100,100,100
150,1,100,35,200,100,100,100,0,100,100,100
150,1,100,23,200,100,100,100,0,100,100,100
150,1,100,9,200,100,100,100,0,100,100,100
150,1,100,50,200,67,99.835,100,2.33345,100,100,100
150,1,100,29,200,100,100,100,0,100,100,100
150,1,100,44,200,100,100,100,0,100,100,100
150,1,100,65,200,29,87.83,100,15.6157,82,94,99
150,1,100,59,200,79,99.025,100,2.79885,100,100,100
150,1,100,13,200,100,100,100,0,100,100,100
150,1,100,71,200,10,47.105,86,19.439,30,47,63
150,1,100,5,200,100,100,100,0,100,100,100
150,1,100,17,200,100,100,100,0,100,100,100
150,1,100,47,200,100,100,100,0,100,100,100
150,1,100,2,200,100,100,100,0,100,100,100
150,1,100,39,200,100,100,100,0,100,100,100
150,1,100,27,200,100,100,100,0,100,100,100
150,1,100,54,200,100,100,100,0,100,100,100
150,1,100,42,200,100,100,100,0,100,100,100
150,1,100,63,200,47,95.365,100,8.77192,95,99,100
150,1,100,75,200,0,4.595,34,9.22804,0,0,0
150,1,100,21,200,100,100,100,0,100,100,100
150,1,100,69,200,19,68.79,99,20.4545,54,71,87
150,1,100,57,200,83,99.64,100,1.88898,100,100,100
150,1,100,33,200,100,100,100,0,100,100,100
150,1,100,36,200,100,100,100,0,100,100,100
150,1,100,24,200,100,100,100,0,100,100,100
150,1,100,45,200,100,100,100,0,100,100,100
150,1,100,14,200,100,100,100,0,100,100,100
150,1,100,10,200,100,100,100,0,100,100,100
150,1,100,30,200,100,100,100,0,100,100,100
150,1,100,60,200,64,98.68,100,4.93145,100,100,100
150,1,100,51,200,98,99.985,100,0.157796,100,100,100
150,1,100,66,200,24,84.04,100,17.2218,73,92,98
150,1,100,6,200,100,100,100,0,100,100,100
150,1,100,72,200,4,36.99,88,17.4465,23,38,49
150,1,100,18,200,100,100,100,0,100,100,100
150,1,100,48,200,100,100,100,0,100,100,100
150,1,100,3,200,100,100,100,0,100,100,100
150,1,100,15,200,100,100,100,0,100,100,100
150,1,100,11,200,100,100,100,0,100,100,100
150,1,100,7,200,100,100,100,0,100,100,100
150,2,100,0,200,100,100,100,0,100,100,100
150,2,100,37,200,100,100,100,0,100,100,100
150,2,100,25,200,100,100,100,0,100,100,100
150,2,100,19,200,100,100,100,0,100,100,100
150,2,100,12,200,100,100,100,0,100,100,100
150,2,100,22,200,100,100,100,0,100,100,100
150,2,100,43,200,99,99.985,100,0.121857,100,100,100
150,2,100,8,200,100,100,100,0,100,100,100
150,2,100,28,200,100,100,100,0,100,100,100
150,2,100,40,200,94,99.97,100,0.424264,100,100,100
150,2,100,55,200,72,96.47,100,5.08808,95,99,100
150,2,100,49,200,90,99.65,100,1.25914,100,100,100
150,2,100,52,200,83,98.775,100,2.92182,99,100,100
150,2,100,4,200,100,100,100,0,100,100,100
150,2,100,67,200,8,46.475,91,20.4873,32,46,62
150,2,100,31,200,100,100,100,0,100,100,100
150,2,100,61,200,28,83.99,100,14.5871,80,88,95
150,2,100,73,200,0,6.755,31,5.13388,3,5,10
150,2,100,16,200,100,100,100,0,100,100,100
150,2,100,58,200,54,91.27,100,9.86782,88,94,99
150,2,100,46,200,96,99.835,100,0.647977,100,100,100
150,2,100,34,200,100,100,100,0,100,100,100
150,2,100,70,200,0,25.555,70,15.0629,15,24,35
150,2,100,64,200,19,68.375,100,19.3662,55,71,84
150,2,100,1,200,100,100,100,0,100,100,100
150,2,100,38,200,97,99.985,100,0.212132,100,100,100
150,2,100,13,200,100,100,100,0,100,100,100
150,2,100,20,200,100,100,100,0,100,100,100
150,2,100,26,200,100,100,100,0,100,100,100
150,2,100,9,200,100,100,100,0,100,100,100
150,2,100,23,200,100,100,100,0,100,100,100
150,2,100,44,200,100,100,100,0,100,100,100
150,2,100,41,200,99,99.985,100,0.121857,100,100,100
150,2,100,29,200,100,100,100,0,100,100,100
150,2,100,56,200,66,95.33,100,6.82009,93,98,100
150,2,100,50,200,67,99.645,100,2.58697,100,100,100
150,2,100,53,200,75,98.1,100,4.09559,99,100,100
150,2,100,5,200,100,100,100,0,100,100,100
150,2,100,32,200,100,100,100,0,100,100,100
150,2,100,68,200,1,39.81,85,20.2456,23,39,55
150,2,100,62,200,15,79.13,100,16.2085,69,82,93
150,2,100,59,200,35,88.8,100,12.4916,82,94,98
150,2,100,35,200,100,100,100,0,100,100,100
150,2,100,74,200,0,2.365,12,2.51064,0,2,4
150,2,100,47,200,95,99.915,100,0.547057,100,100,100
150,2,100,17,200,100,100,100,0,100,100,100
150,2,100,65,200,10,65.375,99,19.0441,54,70,80
150,2,100,71,200,0,17.785,49,11.2061,10,16,26
150,2,100,2,200,100,100,100,0,100,100,100
150,2,100,39,200,100,100,100,0,100,100,100
150,2,100,14,200,100,100,100,0,100,100,100
150,2,100,27,200,100,100,100,0,100,100,100
150,2,100,21,200,100,100,100,0,100,100,100
150,2,100,10,200,100,100,100,0,100,100,100
150,2,100,24,200,100,100,100,0,100,100,100
150,2,100,45,200,90,99.86,100,0.992636,100,100,100
150,2,100,42,200,93,99.955,100,0.504228,100,100,100
150,2,100,30,200,100,100,100,0,100,100,100
150,2,100,54,200,57,96.97,100,5.75454,96,100,100
150,2,100,51,200,83,99.3,100,1.98487,100,100,100
150,2,100,57,200,64,94.575,100,7.79798,93,98,100
150,2,100,33,200,100,100,100,0,100,100,100
150,2,100,69,200,0,33.46,80,17.6945,19,34,46
150,2,100,6,200,100,100,100,0,100,100,100
150,2,100,36,200,100,100,100,0,100,100,100
150,2,100,60,200,29,88.09,100,14.5302,81,93,100
150,2,100,63,200,21,73.865,100,18.519,60,79,90
150,2,100,48,200,87,99.57,100,1.7637,100,100,100
150,2,100,75,200,0,0.91,19,2.73483,0,0,0
150,2,100,66,200,14,57.55,96,21.2959,42,59,76
150,2,100,18,200,100,100,100,0,100,100,100
150,2,100,72,200,0,13.175,49,10.0743,6,11,18
150,2,100,3,200,100,100,100,0,100,100,100
150,2,100,15,200,100,100,100,0,100,100,100
150,2,100,11,200,100,100,100,0,100,100,100
150,2,100,7,200,100,100,100,0,100,100,100
150,3,100,0,200,100,100,100,0,100,100,100
150,3,100,4,200,100,100,100,0,100,100,100
150,3,100,34,200,99,99.995,100,0.0707107,100,100,100
150,3,100,31,200,99,99.99,100,0.0997484,100,100,100
150,3,100,22,200,100,100,100,0,100,100,100
150,3,100,43,200,88,99.63,100,1.31978,100,100,100
150,3,100,19,200,100,100,100,0,100,100,100
150,3,100,25,200,100,100,100,0,100,100,100
150,3,100,8,200,100,100,100,0,100,100,100
150,3,100,37,200,99,99.985,100,0.121857,100,100,100
150,3,100,49,200,74,98.25,100,3.46084,98,100,100
150,3,100,28,200,100,100,100,0,100,100,100
150,3,100,40,200,95,99.835,100,0.748717,100,100,100
150,3,100,52,200,63,95.87,100,6.50034,95,98,100
150,3,100,16,200,100,100,100,0,100,100,100
150,3,100,46,200,83,99,100,2.39556,99,100,100
150,3,100,12,200,100,100,100,0,100,100,100
150,3,100,55,200,62,92.265,100,8.33921,88,95,99
150,3,100,58,200,38,84.805,100,12.5625,78,88,94
150,3,100,64,200,7,57.18,94,17.9896,47,59,70
150,3,100,61,200,29,72.6,98,15.9616,64,76,85
150,3,100,67,200,4,32.64,77,16.1089,21,30,43
150,3,100,73,200,0,2.78,14,2.66781,1,2,4
150,3,100,70,200,0,14.07,43,10.2489,6,12,20
150,3,100,1,200,100,100,100,0,100,100,100
150,3,100,5,200,100,100,100,0,100,100,100
150,3,100,35,200,97,99.985,100,0.212132,100,100,100
150,3,100,44,200,93,99.61,100,1.12438,100,100,100
150,3,100,32,200,94,99.96,100,0.43514,100,100,100
150,3,100,23,200,100,100,100,0,100,100,100
150,3,100,20,200,100,100,100,0,100,100,100
150,3,100,26,200,100,100,100,0,100,100,100
150,3,100,38,200,98,99.98,100,0.172478,100,100,100
150,3,100,9,200,100,100,100,0,100,100,100
150,3,100,17,200,100,100,100,0,100,100,100
150,3,100,50,200,52,98.075,100,6.20904,100,100,100
150,3,100,29,200,99,99.995,100,0.0707107,100,100,100
150,3,100,13,200,100,100,100,0,100,100,100
150,3,100,41,200,95,99.85,100,0.624057,100,100,100
150,3,100,53,200,71,95.2,100,5.9216,93,98,99
150,3,100,47,200,90,99.04,100,1.97176,99,100,100
150,3,100,56,200,49,91.05,100,9.00851,88,94,98
150,3,100,59,200,31,82.425,100,14.6131,76,87,93
150,3,100,65,200,4,47.425,85,17.3731,35,49,61
150,3,100,62,200,10,65.375,96,18.929,55,69,80
150,3,100,74,200,0,1.125,10,1.66531,0,1,2
150,3,100,68,200,0,27.42,73,13.8529,18,27,36
150,3,100,71,200,0,9.245,40,7.09625,4,8,13
150,3,100,2,200,100,100,100,0,100,100,100
150,3,100,6,200,100,100,100,0,100,100,100
150,3,100,45,200,87,99.3,100,2,100,100,100
150,3,100,33,200,99,99.995,100,0.0707107,100,100,100
150,3,100,36,200,99,99.995,100,0.0707107,100,100,100
150,3,100,24,200,100,100,100,0,100,100,100
150,3,100,21,200,100,100,100,0,100,100,100
150,3,100,10,200,100,100,100,0,100,100,100
150,3,100,39,200,96,99.94,100,0.35642,100,100,100
150,3,100,18,200,100,100,100,0,100,100,100
150,3,100,42,200,88,99.73,100,1.2944,100,100,100
150,3,100,57,200,43,87.47,100,11.844,82,92,96
150,3,100,51,200,72,97.34,100,4.50398,96,99,100
150,3,100,30,200,100,100,100,0,100,100,100
150,3,100,48,200,82,98.54,100,3.22964,99,100,100
150,3,100,54,200,66,93.89,100,7.26649,92,96,99
150,3,100,27,200,100,100,100,0,100,100,100
150,3,100,60,200,33,77.54,100,16.4793,66,81,91
150,3,100,14,200,100,100,100,0,100,100,100
150,3,100,63,200,16,61.825,94,18.6004,49,62,77
150,3,100,75,200,0,0.31,7,1.01936,0,0,0
150,3,100,69,200,0,19.765,53,11.921,10,19,27
150,3,100,66,200,7,39.89,93,16.9566,27,37,50
150,3,100,72,200,0,5.335,20,5.03084,1,4,8
150,3,100,3,200,100,100,100,0,100,100,100
150,3,100,7,200,100,100,100,0,100,100,100
150,3,100,11,200,100,100,100,0,100,100,100
150,3,100,15,200,100,100,100,0,100,100,100
150,4,100,0,200,100,100,100,0,100,100,100
150,4,100,4,200,100,100,100,0,100,100,100
150,4,100,37,200,89,99.74,100,1.3157,100,100,100
150,4,100,12,200,100,100,100,0,100,100,100
150,4,100,34,200,99,99.99,100,0.0997484,100,100,100
150,4,100,19,200,100,100,100,0,100,100,100
150,4,100,22,200,99,99.995,100,0.0707107,100,100,100
150,4,100,8,200,100,100,100,0,100,100,100
150,4,100,28,200,100,100,100,0,100,100,100
150,4,100,40,200,96,99.875,100,0.539286,100,100,100
150,4,100,31,200,97,99.98,100,0.223269,100,100,100
150,4,100,25,200,100,100,100,0,100,100,100
150,4,100,16,200,100,100,100,0,100,100,100
150,4,100,49,200,61,97.47,100,3.91096,96,99,100
150,4,100,46,200,85,98.585,100,2.73499,98,100,100
150,4,100,52,200,60,94.475,100,6.18958,92,96,99
150,4,100,43,200,90,99.355,100,1.50008,100,100,100
150,4,100,55,200,45,87.44,100,10.9497,83,90,96
150,4,100,58,200,26,78.57,100,13.829,70,82,89
150,4,100,61,200,26,63.89,97,16.6126,51,65,77
150,4,100,64,200,5,43.635,85,15.5063,33,45,54
150,4,100,73,200,0,1.405,9,1.75682,0,1,2
150,4,100,70,200,0,8.64,30,6.55479,4,7,12
150,4,100,67,200,1,23.85,61,12.5212,15,22,32
150,4,100,1,200,100,100,100,0,100,100,100
150,4,100,5,200,100,100,100,0,100,100,100
150,4,100,13,200,100,100,100,0,100,100,100
150,4,100,41,200,82,99.51,100,1.77642,100,100,100
150,4,100,20,200,100,100,100,0,100,100,100
150,4,100,23,200,100,100,100,0,100,100,100
150,4,100,32,200,97,99.945,100,0.304035,100,100,100
150,4,100,26,200,99,99.995,100,0.0707107,100,100,100
150,4,100,29,200,100,100,100,0,100,100,100
150,4,100,35,200,96,99.93,100,0.394816,100,100,100
150,4,100,9,200,100,100,100,0,100,100,100
150,4,100,38,200,83,99.72,100,1.51096,100,100,100
150,4,100,17,200,100,100,100,0,100,100,100
150,4,100,47,200,81,98.39,100,2.92415,98,100,100
